id,name,destination,x_mm,y_mm,z_mm,order,weight_kg,fragile,rot_xy,posX,posY,posZ,rotation,loadOrder
XM01-354,食品,大阪府大阪市,286,213,24,717,0.3,false,true,0,1600,1500,0,601
X12-769,家具,福岡県福岡市,485,325,295,3,16.1,false,true,800,1600,1500,0,602
X11-898,日用品,埼玉県さいたま市,405,305,255,184,8.1,false,true,1400,1600,1500,0,603
XY13-516,医薬品,北海道札幌市,330,255,30,559,0.7,false,true,800,1300,1500,0,604
XM01-047,化粧品,神奈川県川崎市,286,213,24,699,0.3,false,true,1700,1200,1500,0,605
XM02-366,食品,東京都渋谷区,232,133,22,877,0.1,false,true,300,1100,1500,0,606
XY13-632,書籍,神奈川県横浜市,330,255,30,618,0.5,false,true,600,1000,1500,0,607
XY13-305,化粧品,東京都港区,330,255,30,553,0.7,false,true,1200,900,1500,0,608
XM01-864,雑貨,神奈川県川崎市,286,213,24,691,0.4,false,true,1600,900,1500,0,609
X12-255,化粧品,東京都港区,485,325,295,914,11.6,true,true,0,700,1500,0,610
XY13-103,化粧品,東京都品川区,330,255,30,519,0.8,false,true,1200,600,1500,0,611
X08-574,文具,福岡県福岡市,315,245,105,453,1.3,false,false,1600,600,1500,0,612
XY05-822,雑貨,埼玉県さいたま市,250,180,120,467,1.2,false,true,1400,400,1500,0,613
XY05-905,飲料,大阪府大阪市,250,180,120,441,1.4,false,true,1700,400,1500,0,614
X11-172,ペット用品,大阪府大阪市,405,305,255,150,8.8,false,true,900,200,1500,0,615
XY13-113,玩具,東京都品川区,330,255,30,980,0.5,true,true,500,0,1500,0,616
XY05-212,玩具,愛知県名古屋市,250,180,120,356,1.8,false,true,1200,0,1500,0,617
X11-633,工具,東京都渋谷区,405,305,255,225,7,false,true,1500,0,1500,0,618
X12-841,医薬品,大阪府大阪市,485,325,295,4,16.1,false,true,1200,4000,1600,0,619
XY05-959,衣類,愛知県名古屋市,250,180,120,406,1.6,false,true,1700,4000,1600,0,620
XY13-718,衣類,北海道札幌市,330,255,30,533,0.8,false,true,1200,3300,1600,0,621
X12-857,食品,神奈川県横浜市,485,325,295,181,8.2,false,true,300,2900,1600,0,622
X08-004,飲料,神奈川県横浜市,315,245,105,271,2.8,false,true,0,2600,1600,0,623
XM01-508,書籍,神奈川県横浜市,286,213,24,723,0.3,false,true,500,2600,1600,0,624
XM01-745,玩具,神奈川県横浜市,286,213,24,684,0.4,false,false,1700,2500,1600,0,625
X11-099,ペット用品,東京都品川区,405,305,255,263,4.9,false,true,1000,2400,1600,0,626
XM01-923,ペット用品,東京都港区,286,213,24,739,0.3,false,true,600,2300,1600,0,627
XM02-222,ペット用品,東京都目黒区,232,133,22,763,0.2,false,true,900,2200,1600,0,628
XY13-063,スポーツ用品,神奈川県横浜市,330,255,30,518,0.8,false,true,1200,2100,1600,0,629
X08-961,電化製品,千葉県千葉市,315,245,105,442,1.4,false,true,1600,2100,1600,0,630
X08-594,食品,神奈川県横浜市,315,245,105,398,1.6,false,true,100,1800,1600,0,631
XY05-392,飲料,神奈川県川崎市,250,180,120,371,1.7,false,false,500,1600,1600,0,632
X12-116,医薬品,北海道札幌市,485,325,295,74,10.9,false,false,0,1400,1600,0,633
XY05-581,電化製品,大阪府大阪市,250,180,120,374,1.7,false,false,1100,1400,1600,0,634
XY05-437,化粧品,神奈川県横浜市,250,180,120,359,1.8,false,true,1400,1400,1600,0,635
X12-494,ペット用品,神奈川県横浜市,485,325,295,910,14.7,true,true,500,1200,1600,0,636
XY05-836,家具,北海道札幌市,250,180,120,416,1.5,false,true,1700,1200,1600,0,637
X08-279,食品,神奈川県川崎市,315,245,105,943,2.6,true,true,0,1100,1600,0,638
X11-417,ペット用品,東京都港区,405,305,255,103,10.2,false,true,1200,1000,1600,0,639
XY05-719,電化製品,東京都目黒区,250,180,120,960,1.3,true,false,1700,1000,1600,0,640
X08-746,家具,神奈川県横浜市,315,245,105,379,1.7,false,true,500,800,1600,0,641
X12-254,スポーツ用品,愛知県名古屋市,485,325,295,42,12.9,false,true,1100,600,1600,0,642
XY05-952,医薬品,大阪府大阪市,250,180,120,493,1,false,true,0,500,1600,0,643
XY05-770,医薬品,東京都渋谷区,250,180,120,967,1,true,false,400,500,1600,0,644
X08-195,文具,東京都新宿区,315,245,105,343,1.9,false,true,0,200,1600,0,645
X11-263,スポーツ用品,東京都品川区,405,305,255,197,7.7,false,true,400,100,1600,0,646
XY05-224,医薬品,東京都品川区,250,180,120,963,1.1,true,true,100,4200,1700,0,647
X12-399,ペット用品,東京都品川区,485,325,295,8,15.6,false,true,600,4000,1700,0,648
X08-152,飲料,愛知県名古屋市,315,245,105,290,2.6,false,true,200,3900,1700,0,649
XY05-624,医薬品,神奈川県川崎市,250,180,120,432,1.4,false,true,100,3700,1700,0,650
XY05-190,玩具,埼玉県さいたま市,250,180,120,448,1.3,false,true,400,3700,1700,0,651
XY05-278,スポーツ用品,東京都渋谷区,250,180,120,357,1.8,false,false,800,3200,1700,0,652
X08-386,工具,福岡県福岡市,315,245,105,292,2.6,false,true,1600,3200,1700,0,653
XY05-467,化粧品,埼玉県さいたま市,250,180,120,344,1.9,false,true,800,3000,1700,0,654
X12-121,スポーツ用品,神奈川県川崎市,485,325,295,221,7.1,false,true,1100,3000,1700,0,655
XY05-090,玩具,東京都港区,250,180,120,407,1.5,false,true,1100,2800,1700,0,656
X12-028,日用品,神奈川県横浜市,485,325,295,20,14.5,false,false,1500,2600,1700,0,657
X12-549,衣類,東京都目黒区,485,325,295,27,13.8,false,true,400,2500,1700,0,658
XM01-434,スポーツ用品,東京都品川区,286,213,24,720,0.3,false,true,600,2200,1700,0,659
X11-802,衣類,神奈川県川崎市,405,305,255,253,5.6,false,true,1100,2000,1700,0,660
XM01-998,日用品,愛知県名古屋市,286,213,24,992,0.4,true,true,500,1800,1700,0,661
X08-293,衣類,東京都品川区,315,245,105,387,1.6,false,true,1600,700,1700,0,662
XY05-298,文具,北海道札幌市,250,180,120,388,1.6,false,true,1700,500,1700,0,663
XM02-394,玩具,北海道札幌市,232,133,22,781,0.2,false,true,1400,400,1700,0,664
XM02-771,雑貨,神奈川県川崎市,232,133,22,828,0.2,false,true,1700,4000,1800,0,665
XY05-536,文具,東京都渋谷区,250,180,120,412,1.5,false,true,1400,3700,1800,0,666
X08-648,衣類,神奈川県横浜市,315,245,105,335,2,false,true,800,3600,1800,0,667
XM01-950,雑貨,千葉県千葉市,286,213,24,694,0.4,false,true,1700,3600,1800,0,668
XY05-524,電化製品,東京都港区,250,180,120,393,1.6,false,true,1400,3500,1800,0,669
XY13-302,文具,東京都目黒区,330,255,30,507,0.9,false,false,0,3400,1800,0,670
XY13-570,化粧品,福岡県福岡市,330,255,30,675,0.4,false,true,400,3400,1800,0,671
XY05-338,書籍,大阪府大阪市,250,180,120,461,1.2,false,true,1000,3400,1800,0,672
XM01-590,医薬品,東京都新宿区,286,213,24,678,0.4,false,true,0,3100,1800,0,673
X08-871,家具,東京都新宿区,315,245,105,350,1.9,false,false,0,2400,1800,0,674
X08-031,医薬品,千葉県千葉市,315,245,105,305,2.4,false,true,1600,2300,1800,0,675
X08-456,ペット用品,神奈川県横浜市,315,245,105,361,1.8,false,false,500,2200,1800,0,676
X08-979,化粧品,福岡県福岡市,315,245,105,324,2.2,false,true,0,2000,1800,0,677
X08-221,書籍,大阪府大阪市,315,245,105,383,1.6,false,true,1600,2000,1800,0,678
XY13-085,日用品,神奈川県川崎市,330,255,30,592,0.5,false,true,400,1900,1800,0,679
XM02-639,電化製品,東京都港区,232,133,22,814,0.2,false,false,100,1800,1800,0,680
XY13-359,食品,愛知県名古屋市,330,255,30,555,0.7,false,true,800,1700,1800,0,681
XM01-863,家具,千葉県千葉市,286,213,24,843,0.2,false,false,1200,1600,1800,0,682
X08-238,衣類,愛知県名古屋市,315,245,105,331,2,false,true,1500,1600,1800,0,683
XM02-018,家具,東京都渋谷区,232,133,22,858,0.1,false,false,1600,1400,1800,0,684
XM02-554,ペット用品,東京都渋谷区,232,133,22,888,0.1,false,true,0,1200,1800,0,685
XY05-465,衣類,大阪府大阪市,250,180,120,477,1.1,false,true,1700,1100,1800,0,686
XY13-939,日用品,大阪府大阪市,330,255,30,693,0.4,false,true,100,800,1800,0,687
X08-587,玩具,北海道札幌市,315,245,105,277,2.8,false,true,600,700,1800,0,688
XM02-804,飲料,東京都渋谷区,232,133,22,900,0.1,false,true,300,600,1800,0,689
XY13-666,書籍,千葉県千葉市,330,255,30,623,0.5,false,false,0,300,1800,0,690
XY13-579,工具,東京都目黒区,330,255,30,577,0.6,false,true,900,300,1800,0,691
XY13-845,玩具,東京都渋谷区,330,255,30,688,0.4,false,true,1300,300,1800,0,692
XY05-132,書籍,埼玉県さいたま市,250,180,120,445,1.3,false,true,100,100,1800,0,693
X08-717,衣類,福岡県福岡市,315,245,105,945,2,true,true,1000,0,1800,0,694
X08-452,化粧品,千葉県千葉市,315,245,105,308,2.4,false,true,1500,0,1800,0,695
XY13-333,日用品,大阪府大阪市,330,255,30,600,0.5,false,true,100,4100,1900,0,696
XY13-967,文具,東京都品川区,330,255,30,696,0.4,false,true,1400,4100,1900,0,697
XM01-310,飲料,北海道札幌市,286,213,24,774,0.2,false,true,1100,3900,1900,0,698
XM02-048,衣類,千葉県千葉市,232,133,22,1004,0.1,true,true,1400,3900,1900,0,699
XY13-511,スポーツ用品,大阪府大阪市,330,255,30,974,0.7,true,false,0,3800,1900,0,700
XM01-460,医薬品,東京都港区,286,213,24,607,0.5,false,true,1700,3800,1900,0,701
XY13-346,家具,愛知県名古屋市,330,255,30,526,0.8,false,true,400,3700,1900,0,702
XM01-274,文具,東京都渋谷区,286,213,24,708,0.3,false,true,1700,3500,1900,0,703
XY13-409,ペット用品,福岡県福岡市,330,255,30,557,0.7,false,false,300,3400,1900,0,704
XM02-024,飲料,大阪府大阪市,232,133,22,859,0.1,false,true,1600,3300,1900,0,705
XM01-157,玩具,北海道札幌市,286,213,24,704,0.3,false,true,0,3200,1900,0,706
XY13-045,玩具,神奈川県横浜市,330,255,30,568,0.6,false,true,400,3100,1900,0,707
XM02-651,家具,埼玉県さいたま市,232,133,22,815,0.2,false,true,1600,3100,1900,0,708
XM01-583,家具,北海道札幌市,286,213,24,677,0.4,false,true,800,3000,1900,0,709
XY13-207,衣類,東京都目黒区,330,255,30,550,0.7,false,true,0,2900,1900,0,710
XM01-712,ペット用品,東京都港区,286,213,24,626,0.5,false,false,900,2600,1900,0,711
XM02-1006,スポーツ用品,神奈川県横浜市,232,133,22,856,0.2,false,true,1300,2400,1900,0,712
XY13-792,文具,東京都渋谷区,330,255,30,630,0.5,false,true,400,1800,1900,0,713
XM01-710,日用品,愛知県名古屋市,286,213,24,683,0.4,false,false,1000,1700,1900,0,714
XY13-379,衣類,東京都品川区,330,255,30,662,0.4,false,false,0,1600,1900,0,715
XY13-074,ペット用品,東京都新宿区,330,255,30,569,0.6,false,true,400,1400,1900,0,716
XM02-945,日用品,東京都渋谷区,232,133,22,850,0.2,false,true,0,1300,1900,0,717
XY13-662,工具,東京都品川区,330,255,30,622,0.5,false,true,1400,1300,1900,0,718
XY13-243,化粧品,東京都新宿区,330,255,30,981,0.5,true,true,900,1200,1900,0,719
XM02-1005,玩具,神奈川県川崎市,232,133,22,855,0.2,false,true,600,1100,1900,0,720
XY13-210,書籍,東京都目黒区,330,255,30,653,0.4,false,true,200,1000,1900,0,721
XM01-231,工具,東京都渋谷区,286,213,24,765,0.2,false,false,1000,900,1900,0,722
XY13-733,玩具,東京都目黒区,330,255,30,534,0.8,false,false,1300,900,1900,0,723
XY13-021,電化製品,東京都目黒区,330,255,30,544,0.7,false,false,0,600,1900,0,724
XM01-303,玩具,福岡県福岡市,286,213,24,711,0.3,false,true,1000,600,1900,0,725
XY13-114,食品,千葉県千葉市,330,255,30,520,0.8,false,true,1400,600,1900,0,726
XY13-472,ペット用品,東京都渋谷区,330,255,30,509,0.9,false,true,200,300,1900,0,727
XY13-586,文具,大阪府大阪市,330,255,30,578,0.6,false,true,1000,300,1900,0,728
XY13-476,医薬品,埼玉県さいたま市,330,255,30,528,0.8,false,true,1400,300,1900,0,729
XY13-941,衣類,福岡県福岡市,330,255,30,542,0.8,false,true,600,200,1900,0,730
